first,second
hat,also
also,fragte
fragte,der
der,geograph
geograph,oh
oh,bei
bei,mir
mir,sagte
sagte,der
der,kleine
kleine,prinz
prinz,ist
ist,es
es,nicht
nicht,sonderlich
sonderlich,interessant
interessant,es
es,ist
ist,winzig
winzig,ich
ich,habe
habe,drei
drei,vulkane
vulkane,zwei
zwei,sind
sind,aktiv
aktiv,und
und,einer
einer,ist
ist,erloschen
erloschen,aber
aber,man
man,weiß
weiß,ja
ja,nie
nie,man
man,weiß
weiß,nie
nie,sagte
sagte,der
der,geograph
geograph,eine
eine,blume
blume,habe
habe,ich
ich,auch
auch,wir
wir,schreiben
schreiben,keine
keine,blumen
blumen,auf
auf,sagte
sagte,der
der,geograph
geograph,wieso
wieso,das
das,ist
ist,doch
doch,das
das,schönste
schönste,weil
weil,blumen
blumen,vergänglich
vergänglich,sind
sind,was
was,heißt
heißt,vergänglich
vergänglich,geographiebücher
geographiebücher,sind
sind,von
von,allen
allen,büchern
büchern,die
die,wertvollsten
wertvollsten,sie
sie,sind
sind,nie
nie,überholt
überholt,es
es,ist
ist,sehr
sehr,selten
selten,dass
dass,ein
ein,berg
berg,seinen
seinen,platz
platz,ändert
ändert,es
es,ist
ist,selten
selten,dass
dass,sich
sich,ein
ein,ozean
ozean,leert
leert,wir
wir,schreiben
schreiben,ewige
ewige,dinge
dinge,auf
auf,aber
aber,erloschene
erloschene,vulkane
vulkane,können
können,wieder
wieder,ausbrechen
ausbrechen,unterbrach
unterbrach,ihn
ihn,der
der,kleine
kleine,prinz
prinz,was
was,bedeutet
bedeutet,vergänglich
vergänglich,ob
ob,vulkane
vulkane,nun
nun,erloschen
erloschen,sind
sind,oder
oder,wieder
wieder,ausbrechen
ausbrechen,läuft
läuft,für
für,uns
uns,auf
auf,das
das,gleiche
gleiche,hinaus
hinaus,sagte
sagte,der
der,geograph
geograph,was
was,für
für,uns
uns,zählt
zählt,ist
ist,der
der,berg
berg,er
er,verändert
verändert,sich
sich,nicht
nicht,aber
aber,was
was,heißt
heißt,vergänglich
vergänglich,wiederholte
wiederholte,der
der,kleine
kleine,prinz
prinz,der
der,niemals
niemals,von
von,einer
einer,frage
frage,abließ
abließ,die
die,er
er,einmal
einmal,gestellt
gestellt,hatte
hatte,das
das,bedeutet
bedeutet,dass
dass,etwas
etwas,von
von,baldigem
baldigem,verschwinden
verschwinden,bedroht
bedroht,ist
ist,meine
meine,blume
blume,ist
ist,von
von,baldigem
baldigem,verschwinden
verschwinden,bedroht
bedroht,natürlich
natürlich,meine
meine,blume
blume,ist
ist,vergänglich
vergänglich,sagte
sagte,sich
sich,der
der,kleine
kleine,prinz
prinz,und
und,sie
sie,hat
hat,nur
nur,vier
vier,dornen
dornen,um
um,sich
sich,gegen
gegen,die
die,welt
welt,zu
zu,verteidigen
verteidigen,und
und,ich
ich,hab
hab,sie
sie,ganz
ganz,allein
allein,bei
bei,mir
mir,zurückgelassen
zurückgelassen,da
da,spürte
spürte,er
er,das
das,erste
erste,mal
mal,bedauern
bedauern,aber
aber,er
er,fasste
fasste,neuen
neuen,mut
mut,was
was,empfehlen
empfehlen,sie
sie,mir
mir,für
für,einen
einen,besuch
besuch,fragte
fragte,er
er,den
den,planeten
planeten,erde
erde,antwortete
antwortete,der
der,geograph
geograph,er
er,hat
hat,einen
einen,guten
guten,ruf
ruf,da
da,machte
machte,sich
sich,der
der,kleine
kleine,prinz
prinz,auf
auf,den
den,weg
weg,und
und,war
war,in
in,gedanken
gedanken,bei
bei,seiner
seiner,blume
blume,der
der,siebente
siebente,planet
planet,war
war,die
die,erde
erde,die
die,erde
erde,ist
ist,nicht
nicht,irgendein
irgendein,planet
planet,man
man,zählt
zählt,dort
dort,hundertelf
hundertelf,könige
könige,natürlich
natürlich,nicht
nicht,ohne
ohne,die
die,farbigen
farbigen,mitzuzählen
mitzuzählen,siebentausend
siebentausend,geographen
geographen,neunhunderttausend
neunhunderttausend,geschäftsmänner
geschäftsmänner,siebeneinhalb
siebeneinhalb,millionen
millionen,säufer
säufer,dreihundertelf
dreihundertelf,millionen
millionen,eitle
eitle,das
das,heißt
heißt,ungefähr
ungefähr,zwei
zwei,milliarden
milliarden,erwachsene
erwachsene,um
um,euch
euch,eine
eine,idee
idee,von
von,den
den,ausmaßen
ausmaßen,der
der,erde
erde,zu
zu,geben
geben,würde
würde,ich
ich,sagen
sagen,dass
dass,man
man,vor
vor,der
der,erfindung
erfindung,der
der,elektrizität
elektrizität,auf
auf,allen
allen,sechs
sechs,kontinenten
kontinenten,eine
eine,armee
armee,aus
aus,vierhundertzweiundsechzigtausendfünfhundertelf
vierhundertzweiundsechzigtausendfünfhundertelf,laternenanzündern
laternenanzündern,beschäftigen
beschäftigen,musste
musste,aus
aus,der
der,ferne
ferne,sah
sah,das
das,umwerfend
umwerfend,aus
aus,die
die,bewegungen
bewegungen,dieser
dieser,armee
armee,waren
waren,einstudiert
einstudiert,wie
wie,bei
bei,einer
einer,balletttruppe
balletttruppe,an
an,der
der,oper
oper,zuerst
zuerst,waren
waren,die
die,anzünder
anzünder,in
in,neuseeland
neuseeland,und
und,australien
australien,an
an,der
der,reihe
reihe,die
die,gingen
gingen,schlafen
schlafen,wenn
wenn,ihre
ihre,laternen
laternen,angezündet
angezündet,waren
waren,dann
dann,begann
begann,der
der,tanz
tanz,der
der,laternenanzünder
laternenanzünder,in
in,china
china,und
und,sibirien
sibirien,dann
dann,verschwanden
verschwanden,auch
auch,sie
sie,hinter
hinter,den
den,kulissen
kulissen,so
so,waren
waren,die
die,anzünder
anzünder,in
in,russland
russland,und
und,indien
indien,an
an,der
der,reihe
reihe,dann
dann,die
die,in
in,afrika
afrika,und
und,europa
europa,dann
dann,die
die,in
in,südamerika
südamerika,schließlich
schließlich,jene
jene,in
in,nordamerika
nordamerika,niemals
niemals,verwechselten
verwechselten,sie
sie,die
die,reihenfolge
reihenfolge,ihres
ihres,auftritts
auftritts,es
es,war
war,großartig
großartig,nur
nur,der
der,anzünder
anzünder,der
der,einzigen
einzigen,laterne
laterne,am
am,nordpol
nordpol,und
und,sein
sein,kollege
kollege,mit
mit,der
der,einzigen
einzigen,laterne
laterne,am
am,südpol
südpol,führten
führten,ein
ein,untätiges
untätiges,und
und,gemächliches
gemächliches,leben
leben,sie
sie,arbeiteten
arbeiteten,nur
nur,zweimal
zweimal,im
im,jahr
jahr,wenn
wenn,man
man,klug
klug,wirken
wirken,will
will,passiert
passiert,es
es,dass
dass,man
man,ein
ein,wenig
wenig,schwindelt
schwindelt,ich
ich,war
war,nicht
nicht,ganz
ganz,ehrlich
ehrlich,als
als,ich
ich,euch
euch,von
von,den
den,laternenanzündern
laternenanzündern,erzählte
erzählte,es
es,könnte
könnte,ein
ein,falsches
falsches,bild
bild,von
von,unserem
unserem,planeten
planeten,entstehen
entstehen,bei
bei,jenen
jenen,die
die,ihn
ihn,nicht
nicht,kennen
kennen,die
die,menschen
menschen,nehmen
nehmen,nur
nur,wenig
wenig,platz
platz,auf
auf,der
der,erde
erde,ein
ein,wenn
wenn,die
die,zwei
zwei,milliarden
milliarden,einwohner
einwohner,die
die,auf
auf,der
der,erde
erde,leben
leben,sich
sich,wie
wie,für
für,eine
eine,versammlung
versammlung,eng
eng,nebeneinander
nebeneinander,stellen
stellen,würden
würden,dann
dann,genügte
genügte,für
für,sie
sie,ein
ein,öffentlicher
öffentlicher,platz
platz,von
von,zwanzig
zwanzig,meilen
meilen,länge
länge,und
und,zwanzig
zwanzig,meilen
meilen,breite
breite,man
man,könnte
könnte,die
die,gesamte
gesamte,menschheit
menschheit,auf
auf,der
der,kleinsten
kleinsten,pazifischen
pazifischen,insel
insel,unterkriegen
unterkriegen,die
die,erwachsenen
erwachsenen,werden
werden,euch
euch,das
das,natürlich
natürlich,nicht
nicht,abnehmen
abnehmen,sie
sie,glauben
glauben,sie
sie,nähmen
nähmen,sehr
sehr,viel
viel,platz
platz,ein
ein,sie
sie,finden
finden,sie
sie,seien
seien,ebenso
ebenso,imposant
imposant,wie
wie,affenbrotbäume
affenbrotbäume,ihr
ihr,solltet
solltet,ihnen
ihnen,raten
raten,das
das,mal
mal,zu
zu,berechnen
berechnen,sie
sie,lieben
lieben,zahlen
zahlen,das
das,wird
wird,ihnen
ihnen,gefallen
gefallen,aber
aber,verliert
verliert,nicht
nicht,eure
eure,zeit
zeit,damit
damit,das
das,ist
ist,unnütz
unnütz,ihr
ihr,vertraut
vertraut,mir
mir,ja
ja,auf
auf,der
der,erde
erde,angekommen
angekommen,war
war,der
der,kleine
kleine,prinz
prinz,erstaunt
erstaunt,niemanden
niemanden,zu
zu,sehen
sehen,er
er,hatte
hatte,schon
schon,angst
angst,sich
sich,im
im,planeten
planeten,geirrt
geirrt,zu
zu,haben
haben,als
als,sich
sich,ein
ein,mondfarbener
mondfarbener,kringel
kringel,in
in,der
der,erde
erde,bewegte
bewegte,gute
gute,nacht
nacht,sagte
sagte,der
der,prinz
prinz,auf
auf,gut
gut,glück
glück,gute
gute,nacht
nacht,antwortete
antwortete,die
die,schlange
schlange,auf
auf,welchem
welchem,planeten
planeten,bin
bin,ich
ich,gelandet
gelandet,fragte
fragte,der
der,kleine
kleine,prinz
prinz,auf
auf,der
der,erde
erde,in
in,afrika
afrika,antwortete
antwortete,die
die,schlange
schlange,ah
ah,gibt
gibt,es
es,denn
denn,niemanden
niemanden,auf
auf,der
der,erde
erde,hier
hier,ist
ist,die
die,wüste
wüste,es
es,gibt
gibt,niemanden
niemanden,in
in,der
der,wüste
wüste,die
die,erde
erde,ist
ist,groß
groß,sagte
sagte,die
die,schlange
schlange,der
der,kleine
kleine,prinz
prinz,setze
setze,sich
sich,auf
auf,einen
einen,stein
stein,und
und,schaute
schaute,hinauf
hinauf,in
in,den
den,himmel
himmel,ich
ich,frage
frage,mich
mich,sagte
sagte,er
er,ob
ob,die
die,sterne
sterne,erleuchtet
erleuchtet,sind
sind,damit
damit,jeder
jeder,eines
eines,tages
tages,seinen
seinen,stern
stern,wiederfinden
wiederfinden,kann
kann,schau
schau,dir
dir,meinen
meinen,planeten
planeten,an
an,er
er,ist
ist,gerade
gerade,genau
genau,über
über,uns
uns,aber
aber,wie
wie,weit
weit,er
er,doch
doch,fort
fort,ist
ist,er
er,ist
ist,schön
schön,sagte
sagte,die
die,schlange
schlange,was
was,machst
machst,du
du,hier
hier,ich
ich,habe
habe,schwierigkeiten
schwierigkeiten,mit
mit,einer
einer,blume
blume,sagte
sagte,der
der,kleine
kleine,prinz
prinz,ah
ah,sagte
sagte,die
die,schlange
schlange,und
und,sie
sie,schwiegen
schwiegen,wo
wo,sind
sind,die
die,menschen
menschen,fuhr
fuhr,der
der,kleine
kleine,prinz
prinz,fort
fort,man
man,ist
ist,ganz
ganz,einsam
einsam,in
in,der
der,wüste
wüste,bei
bei,den
den,menschen
menschen,ist
ist,man
man,auch
auch,einsam
einsam,sagte
sagte,die
die,schlange
schlange,der
der,kleine
kleine,prinz
prinz,schaute
schaute,sie
sie,lange
lange,an
an,du
du,bist
bist,ein
ein,lustiges
lustiges,tier
tier,sagte
sagte,er
er,schließlich
schließlich,so
so,dünn
dünn,wie
wie,ein
ein,finger
finger,aber
aber,ich
ich,bin
bin,mächtiger
mächtiger,als
als,der
der,finger
finger,eines
eines,königs
königs,sagte
sagte,die
die,schlange
schlange,der
der,kleine
kleine,prinz
prinz,lächelte
lächelte,du
du,bist
bist,doch
doch,nicht
nicht,stark
stark,du
du,hast
hast,nicht
nicht,einmal
einmal,füße
füße,du
du,kannst
kannst,nicht
nicht,mal
mal,herumkommen
herumkommen,ich
ich,kann
kann,dich
dich,weiter
weiter,fortbringen
fortbringen,als
als,ein
ein,schiff
schiff,sagte
sagte,die
die,schlange
schlange,sie
sie,rollte
rollte,sich
sich,um
um,den
den,knöchel
knöchel,des
des,kleinen
kleinen,prinzen
prinzen,wie
wie,ein
ein,goldarmband
goldarmband,denjenigen
denjenigen,den
den,ich
ich,berühre
berühre,übergebe
übergebe,ich
ich,der
der,erde
erde,aus
aus,der
der,er
er,stammt
stammt,aber
aber,du
du,bist
bist,rein
rein,du
du,kommst
kommst,von
von,einem
einem,stern
stern,der
der,kleine
kleine,prinz
prinz,antwortete
antwortete,nichts
nichts,ich
ich,habe
habe,mitleid
mitleid,mit
mit,dir
dir,so
so,schwach
schwach,wie
wie,du
du,bist
bist,auf
auf,dieser
dieser,erde
erde,aus
aus,granit
granit,ich
ich,kann
kann,dir
dir,helfen
helfen,wenn
wenn,du
du,eines
eines,tages
tages,sehnsucht
sehnsucht,nach
nach,deinem
deinem,planeten
planeten,hast
hast,ich
ich,kann
kann,oh
oh,ich
ich,habe
habe,sehr
sehr,gut
gut,verstanden
verstanden,sagte
sagte,der
der,kleine
kleine,prinz
prinz,aber
aber,warum
warum,sprichst
sprichst,du
du,immer
immer,in
in,rätseln
rätseln,ich
ich,löse
löse,sie
sie,alle
alle,sagte
sagte,die
die,schlange
schlange,und
und,sie
sie,schwiegen
schwiegen,der
der,kleine
kleine,prinz
prinz,lief
lief,durch
durch,die
die,wüste
wüste,und
und,begegnete
begegnete,nur
nur,einer
einer,blume
blume,einer
einer,blume
blume,mit
mit,drei
drei,blütenblättern
blütenblättern,einer
einer,ganz
ganz,mickrigen
mickrigen,blume
blume,guten
guten,tag
tag,sagte
sagte,der
der,kleine
kleine,prinz
prinz,guten
guten,tag
tag,sagte
sagte,die
die,blume
blume,wo
wo,sind
sind,die
die,menschen
menschen,fragte
fragte,der
der,kleine
kleine,prinz
prinz,höflich
höflich,die
die,blume
blume,hatte
hatte,eines
eines,tages
tages,eine
eine,karawane
karawane,vorbeifahren
vorbeifahren,sehen
sehen,die
die,menschen
menschen,ich
ich,glaube
glaube,es
es,gibt
gibt,sechs
sechs,oder
oder,sieben
sieben,ich
ich,habe
habe,sie
sie,gesehen
gesehen,nur
nur,ist
ist,das
das,jahre
jahre,her
her,man
man,weiß
weiß,ja
ja,nie
nie,wo
wo,man
man,sie
sie,findet
findet,der
der,wind
wind,treibt
treibt,sie
sie,umher
umher,ihnen
ihnen,fehlen
fehlen,wurzeln
wurzeln,das
das,macht
macht,ihnen
ihnen,zu
zu,schaffen
schaffen,adieu
adieu,sagte
sagte,der
der,kleine
kleine,prinz
prinz,adieu
adieu,sagte
sagte,die
die,blume
blume,der
der,kleine
kleine,prinz
prinz,bestieg
bestieg,einen
einen,hohen
hohen,berg
berg,die
die,einzigen
einzigen,berge
berge,die
die,er
er,kannte
kannte,waren
waren,die
die,drei
drei,vulkane
vulkane,die
die,ihm
ihm,bis
bis,zu
zu,den
den,knien
knien,reichten
reichten,und
und,den
den,erloschenen
erloschenen,vulkan
vulkan,benutzte
benutzte,er
er,als
als,hocker
hocker,von
von,einem
einem,so
so,hohen
hohen,berg
berg,sagte
sagte,er
er,sich
sich,werde
werde,ich
ich,den
den,ganzen
ganzen,planeten
planeten,und
und,alle
alle,menschen
menschen,auf
auf,einmal
einmal,sehen
sehen,aber
aber,er
er,sah
sah,nur
nur,die
die,spitzen
spitzen,von
von,scharfen
scharfen,felsen
felsen,guten
guten,tag
tag,sagte
sagte,er
er,auf
auf,gut
gut,glück
glück,guten
guten,tag
tag,guten
guten,tag
tag,guten
guten,tag
tag,antwortete
antwortete,das
das,echo
echo,wer
wer,seid
seid,ihr
ihr,sagte
sagte,der
der,kleine
kleine,prinz
prinz,wer
wer,seid
seid,ihr
ihr,wer
wer,seid
seid,ihr
ihr,wer
wer,seid
seid,ihr
ihr,antwortete
antwortete,das
das,echo
echo,werdet
werdet,meine
meine,freunde
freunde,ich
ich,bin
bin,allein
allein,sagte
sagte,er
er,ich
ich,bin
bin,allein
allein,ich
ich,bin
bin,allein
allein,ich
ich,bin
bin,allein
allein,antwortete
antwortete,das
das,echo
echo,was
was,für
für,ein
ein,komischer
komischer,planet
planet,dachte
dachte,er
er,er
er,ist
ist,ganz
ganz,trocken
trocken,alles
alles,ist
ist,spitz
spitz,und
und,salzig
salzig,und
und,die
die,menschen
menschen,haben
haben,keine
keine,fantasie
fantasie,sie
sie,wiederholen
wiederholen,was
was,man
man,ihnen
ihnen,sagt
sagt,bei
bei,mir
mir,zuhause
zuhause,hatte
hatte,ich
ich,eine
eine,blume
blume,die
die,sprach
sprach,immer
immer,als
als,erste
erste,aber
aber,als
als,der
der,kleine
kleine,prinz
prinz,lange
lange,über
über,sand
sand,felsen
felsen,und
und,durch
durch,schnee
schnee,gewandert
gewandert,war
war,geschah
geschah,es
es,dass
dass,er
er,endlich
endlich,eine
eine,straße
straße,entdeckte
entdeckte,und
und,alle
alle,straßen
straßen,führen
führen,zu
zu,menschen
menschen,guten
guten,tag
tag,sagte
sagte,er
er,es
es,war
war,ein
ein,garten
garten,voll
voll,blühender
blühender,rosen
rosen,guten
guten,tag
tag,sagten
sagten,die
die,rosen
rosen,der
der,kleine
kleine,prinz
prinz,schaute
schaute,sie
sie,an
an,sie
sie,glichen
glichen,alle
alle,seiner
seiner,blume
blume,wer
wer,seid
seid,ihr
ihr,fragte
fragte,er
er,sie
sie,verdutzt
verdutzt,wir
wir,sind
sind,rosen
rosen,sagten
sagten,die
die,rosen
rosen,ah
ah,machte
machte,der
der,kleine
kleine,prinz
prinz,und
und,er
er,fühlte
fühlte,sich
sich,sehr
sehr,unglücklich
unglücklich,seine
seine,blume
blume,hatte
hatte,ihm
ihm,erzählt
erzählt,sie
sie,sei
sei,im
im,ganzen
ganzen,universum
universum,die
die,einzige
einzige,ihrer
ihrer,art
art,und
und,hier
hier,gab
gab,es
es,gleich
gleich,fünftausend
fünftausend,von
von,ihnen
ihnen,die
die,alle
alle,gleich
gleich,aussahen
aussahen,in
in,einem
einem,einzigen
einzigen,garten
garten,sie
sie,wäre
wäre,sicher
sicher,beleidigt
beleidigt,sagte
sagte,er
er,sich
sich,wenn
wenn,sie
sie,das
das,sehen
sehen,würde
würde,sie
sie,würde
würde,schrecklich
schrecklich,husten
husten,und
und,vorgeben
vorgeben,zu
zu,sterben
sterben,um
um,sich
sich,nicht
nicht,lächerlich
lächerlich,zu
zu,machen
machen,und
und,ich
ich,wäre
wäre,wohl
wohl,gezwungen
gezwungen,so
so,zu
zu,tun
tun,als
als,ob
ob,ich
ich,sie
sie,pflegte
pflegte,denn
denn,ansonsten
ansonsten,gäbe
gäbe,sie
sie,sich
sich,wirklich
wirklich,dem
dem,sterben
sterben,hin
hin,um
um,auch
auch,mich
mich,zu
zu,verletzen
verletzen,dann
dann,sagte
sagte,er
er,sich
sich,noch
noch,ich
ich,dachte
dachte,ich
ich,sei
sei,reich
reich,dank
dank,meiner
meiner,einzigartigen
einzigartigen,blume
blume,und
und,dabei
dabei,besitze
besitze,ich
ich,nur
nur,eine
eine,gewöhnliche
gewöhnliche,rose
rose,dazu
dazu,meine
meine,drei
drei,vulkane
vulkane,die
die,mir
mir,bis
bis,an
an,die
die,knie
knie,reichen
reichen,und
und,von
von,denen
denen,einer
einer,vielleicht
vielleicht,für
für,immer
immer,erloschen
erloschen,ist
ist,das
das,macht
macht,keinen
keinen,sonderlich
sonderlich,großen
großen,prinzen
prinzen,aus
aus,mir
mir,und
und,er
er,legte
legte,sich
sich,ins
ins,gras
gras,und
und,weinte
weinte,in
in,diesem
diesem,moment
moment,tauchte
tauchte,der
der,fuchs
fuchs,auf
auf,guten
guten,tag
tag,sagte
sagte,der
der,fuchs
fuchs,guten
guten,tag
tag,antwortete
antwortete,der
der,kleine
kleine,prinz
prinz,höflich
höflich,er
er,drehte
drehte,sich
sich,um
um,aber
aber,sah
sah,nichts
nichts,hier
hier,bin
bin,ich
ich,sagte
sagte,die
die,stimme
stimme,unter
unter,dem
dem,apfelbaum
apfelbaum,wer
wer,bist
bist,du
du,sagte
sagte,der
der,kleine
kleine,prinz
prinz,du
du,bist
bist,sehr
sehr,hübsch
hübsch,ich
ich,bin
bin,ein
ein,fuchs
fuchs,sagte
sagte,der
der,fuchs
fuchs,komm
komm,spiel
spiel,mit
mit,mir
mir,schlug
schlug,der
der,kleine
kleine,prinz
prinz,vor
vor,ich
ich,bin
bin,so
so,traurig
traurig,ich
ich,kann
kann,nicht
nicht,mit
mit,dir
dir,spielen
spielen,sagte
sagte,der
der,fuchs
fuchs,ich
ich,bin
bin,nicht
nicht,gezähmt
gezähmt,ah
ah,verzeihung
verzeihung,sagte
sagte,der
der,kleine
kleine,prinz
prinz,er
er,überlegte
überlegte,und
und,fügte
fügte,an
an,was
was,bedeutet
bedeutet,zähmen
zähmen,du
du,bist
bist,nicht
nicht,von
von,hier
hier,sagte
sagte,der
der,fuchs
fuchs,was
was,suchst
suchst,du
du,ich
ich,suche
suche,die
die,menschen
menschen,sagte
sagte,der
der,kleine
kleine,prinz
prinz,was
was,bedeutet
bedeutet,zähmen
zähmen,die
die,menschen
menschen,sagte
sagte,der
der,fuchs
fuchs,sie
sie,haben
haben,gewehre
gewehre,und
und,sie
sie,jagen
jagen,das
das,ist
ist,ungeheuer
ungeheuer,lästig
lästig,sie
sie,züchten
züchten,auch
auch,hühner
hühner,nur
nur,das
das,interessiert
interessiert,sie
sie,suchst
suchst,du
du,hühner
hühner,nein
nein,sagte
sagte,der
der,kleine
kleine,prinz
prinz,ich
ich,suche
suche,freunde
freunde,was
was,bedeutet
bedeutet,zähmen
zähmen,das
das,ist
ist,eine
eine,fast
fast,vergessene
vergessene,sache
sache,sagte
sagte,der
der,fuchs
fuchs,es
es,bedeutet
bedeutet,sich
sich,vertraut
vertraut,machen
machen,vertraut
vertraut,machen
machen,natürlich
natürlich,sagte
sagte,der
der,fuchs
fuchs,für
für,mich
mich,bist
bist,du
du,nur
nur,ein
ein,kleiner
kleiner,junge
junge,der
der,aussieht
aussieht,wie
wie,tausend
tausend,andere
andere,kleine
kleine,jungen
jungen,und
und,ich
ich,brauche
brauche,dich
dich,nicht
nicht,und
und,du
du,brauchst
brauchst,mich
mich,auch
auch,nicht
nicht,ich
ich,bin
bin,für
für,dich
dich,nur
nur,ein
ein,fuchs
fuchs,der
der,aussieht
aussieht,wie
wie,hunderttausend
hunderttausend,andere
andere,füchse
füchse,aber
aber,wenn
wenn,du
du,mich
mich,zähmst
zähmst,brauchen
brauchen,wir
wir,einander
einander,du
du,wirst
wirst,für
für,mich
mich,auf
auf,der
der,ganzen
ganzen,welt
welt,einmalig
einmalig,sein
sein,ich
ich,werde
werde,für
für,dich
dich,auf
auf,der
der,ganzen
ganzen,welt
welt,einmalig
einmalig,sein
sein,ich
ich,fange
fange,an
an,zu
zu,begreifen
begreifen,sagte
sagte,der
der,kleine
kleine,prinz
prinz,es
es,gibt
gibt,eine
eine,blume
blume,ich
ich,glaube
glaube,sie
sie,hat
hat,mich
mich,gezähmt
gezähmt,das
das,ist
ist,möglich
möglich,sagte
sagte,der
der,fuchs
fuchs,auf
auf,der
der,erde
erde,sieht
sieht,man
man,alle
alle,möglichen
möglichen,dinge
dinge,oh
oh,das
das,ist
ist,nicht
nicht,auf
auf,der
der,erde
erde,sagte
sagte,der
der,kleine
kleine,prinz
prinz,der
der,fuchs
fuchs,schien
schien,sehr
sehr,verdutzt
verdutzt,auf
auf,einem
einem,anderen
anderen,planeten
planeten,ja
ja,gibt
gibt,es
es,jäger
jäger,auf
auf,diesem
diesem,planeten
planeten,nein
nein,das
das,ist
ist,interessant
interessant,und
und,hühner
hühner,nein
nein,nichts
nichts,ist
ist,perfekt
perfekt,seufzte
seufzte,der
der,fuchs
fuchs,aber
aber,der
der,fuchs
fuchs,fing
fing,wieder
wieder,von
von,seiner
seiner,idee
idee,an
an,mein
mein,leben
leben,ist
ist,eintönig
eintönig,ich
ich,jage
jage,hühner
hühner,die
die,menschen
menschen,jagen
jagen,mich
mich,alle
alle,hühner
hühner,ähneln
ähneln,sich
sich,und
und,alle
alle,menschen
menschen,ähneln
ähneln,sich
sich,ich
ich,langweile
langweile,mich
mich,ein
ein,wenig
wenig,aber
aber,wenn
wenn,du
du,mich
mich,zähmst
zähmst,wird
wird,mein
mein,leben
leben,mit
mit,heiterkeit
heiterkeit,erfüllt
erfüllt,sein
sein,ich
ich,werde
werde,den
den,klang
klang,deines
deines,schrittes
schrittes,kennen
kennen,der
der,sich
sich,von
von,allen
allen,anderen
anderen,unterscheidet
unterscheidet,die
die,anderen
anderen,schritte
schritte,werden
werden,mich
mich,unter
unter,die
die,erde
erde,jagen
jagen,dein
dein,schritt
schritt,wird
wird,mich
mich,aus
aus,dem
dem,bau
bau,locken
locken,wie
wie,musik
musik,und
und,schau
schau,siehst
siehst,du
du,die
die,weizenfelder
weizenfelder,dort
dort,ich
ich,esse
esse,kein
kein,brot
brot,weizen
weizen,ist
ist,für
für,mich
mich,unnütz
unnütz,weizenfelder
weizenfelder,erinnern
erinnern,mich
mich,an
an,rein
rein,gar
gar,nichts
nichts,und
und,das
das,ist
ist,traurig
traurig,aber
aber,du
du,hast
hast,goldene
goldene,haare
haare,wundervoll
wundervoll,wird
wird,das
das,sein
sein,wenn
wenn,du
du,mich
mich,erst
erst,gezähmt
gezähmt,hast
hast,der
der,goldene
goldene,weizen
weizen,wird
wird,mich
mich,an
an,dich
dich,erinnern
erinnern,und
und,ich
ich,werde
werde,es
es,lieben
lieben,das
das,rauschen
rauschen,des
des,windes
windes,im
im,getreide
getreide,der
der,fuchs
fuchs,schwieg
schwieg,und
und,schaute
schaute,den
den,kleinen
kleinen,prinzen
prinzen,lange
lange,an
an,bitte
bitte,zähme
zähme,mich
mich,sagte
sagte,er
er,das
das,möchte
möchte,ich
ich,gern
gern,antwortete
antwortete,der
der,kleine
kleine,prinz
prinz,aber
aber,ich
ich,habe
habe,nicht
nicht,viel
viel,zeit
zeit,ich
ich,muss
muss,freunde
freunde,finden
finden,und
und,viele
viele,dinge
dinge,kennenlernen
kennenlernen,man
man,kennt
kennt,nur
nur,die
die,dinge
dinge,die
die,man
man,zähmt
zähmt,sagte
sagte,der
der,fuchs
fuchs,die
die,menschen
menschen,haben
haben,keine
keine,zeit
zeit,mehr
mehr,um
um,etwas
etwas,kennenzulernen
kennenzulernen,sie
sie,kaufen
kaufen,die
die,schon
schon,fertigen
fertigen,dinge
dinge,im
im,laden
laden,aber
aber,weil
weil,es
es,keine
keine,läden
läden,für
für,freunde
freunde,gibt
gibt,haben
haben,die
die,menschen
menschen,keine
keine,freunde
freunde,mehr
mehr,wenn
wenn,du
du,einen
einen,freund
freund,willst
willst,dann
dann,zähme
zähme,mich
mich,was
was,muss
muss,ich
ich,tun
tun,sagte
sagte,der
der,kleine
kleine,prinz
prinz,man
man,muss
muss,geduld
geduld,haben
haben,antwortete
antwortete,der
der,fuchs
fuchs,zuerst
zuerst,setzt
setzt,du
du,dich
dich,ein
ein,stück
stück,weit
weit,entfernt
entfernt,von
von,mir
mir,ins
ins,gras
gras,ich
ich,werde
werde,dich
dich,aus
aus,dem
dem,augenwinkel
augenwinkel,anschauen
anschauen,und
und,du
du,wirst
wirst,nichts
nichts,sagen
sagen,die
die,sprache
sprache,sorgt
sorgt,für
für,missverständnisse
missverständnisse,aber
aber,jeden
jeden,tag
tag,wirst
wirst,du
du,ein
ein,bisschen
bisschen,näher
näher,rücken
rücken,können
können,am
am,nächsten
nächsten,morgen
morgen,kehrte
kehrte,der
der,prinz
prinz,zurück
zurück,es
es,wäre
wäre,besser
besser,gewesen
gewesen,du
du,wärest
wärest,um
um,die
die,gleiche
gleiche,zeit
zeit,zurückgekommen
zurückgekommen,sagte
sagte,der
der,fuchs
fuchs,wenn
wenn,du
du,zum
zum,beispiel
beispiel,um
um,vier
vier,uhr
uhr,nachmittags
nachmittags,kommst
kommst,werde
werde,ich
ich,ab
ab,drei
drei,uhr
uhr,damit
damit,beginnen
beginnen,glücklich
glücklich,zu
zu,sein
sein,umso
umso,später
später,es
